User ID,Gender,Age,Country,Device Type,App Version,Sessions Per Day,Avg Session Duration Min,Screens Viewed,Push Notifications Clicked,In App Purchases,Subscription Status,Churn Risk Score,Last Login Date,User Rating
User_1915,Male,21,Canada,Android,1.1,1,25.13,5,0,3,Premium,0.58,8/2/2024,3.7
User_2389,Female,36,India,Android,2,10,3.64,24,0,1,Free,0.51,7/31/2023,1
User_2406,Female,60,UK,iOS,1,13,8.63,48,6,0,Trial,0.01,8/2/2023,2.3
User_1154,Female,27,USA,Android,1,12,47.21,41,7,4,Free,0.67,11/14/2024,3.4
User_2325,Other,59,Canada,Android,1.2,14,2.83,17,7,2,Premium,0.7,7/24/2024,4.1
User_2773,Other,45,Canada,iOS,1,8,6.68,28,8,1,Trial,0.19,5/24/2025,1.8
User_1694,Male,21,Canada,iOS,1.1,11,4.02,28,4,3,Trial,0.53,3/15/2023,3.3
User_2089,Other,56,Australia,iOS,2.1,6,30.69,38,3,2,Free,0.11,8/11/2024,3.1
User_1322,Female,63,UK,iOS,1.2,6,39.5,7,9,2,Trial,0.8,2/2/2023,1.7
User_1157,Other,28,UK,iOS,2,8,27.56,35,8,1,Trial,0.64,10/8/2023,4.8
User_1636,Female,32,India,Android,2,11,34.94,14,5,1,Premium,0.34,7/10/2023,1.6
User_2900,Male,36,Germany,iOS,2,11,34.86,41,8,3,Free,0.55,5/8/2023,2.7
User_2376,Female,25,Canada,Android,1,4,6.48,12,7,2,Premium,0.25,5/24/2025,1.4
User_2612,Other,59,Australia,Android,2,3,54.17,43,5,4,Free,0.98,2/26/2023,2.8
User_2257,Male,30,Brazil,Android,1.2,5,47.09,32,9,4,Premium,0.91,6/16/2024,3.6
User_1139,Male,28,Germany,Android,1.2,3,26.73,13,7,2,Premium,0.52,3/19/2024,2.9
User_2084,Other,31,Brazil,Android,1,6,59.51,26,3,3,Trial,0.61,12/30/2024,3
User_2370,Female,62,UK,Android,1.1,3,19.72,29,8,0,Premium,0.32,5/11/2025,2.2
User_1479,Other,42,Brazil,Android,1,7,18.97,22,7,3,Trial,0.09,1/27/2023,2.4
User_2255,Female,55,Canada,iOS,1,6,59.73,10,3,2,Free,0.49,11/2/2024,1.4
User_1585,Female,45,India,Android,2,5,12.02,46,6,2,Free,0.97,1/14/2025,4.7
User_2405,Male,53,Brazil,Android,1.2,10,52.3,31,6,2,Trial,0.97,7/8/2023,2.6
User_2023,Female,19,Germany,Android,1,13,20.46,26,1,0,Premium,0.64,6/17/2023,4.1
User_1718,Male,53,Germany,iOS,2.1,3,14.8,15,6,4,Trial,0.93,1/20/2025,3.3
User_2627,Male,38,UK,Android,1.2,7,43.43,7,0,3,Trial,0.04,11/20/2023,1.6
User_2142,Female,18,USA,Android,2,3,32.72,23,8,2,Premium,0.98,12/14/2024,4.1
User_2804,Female,33,USA,iOS,2.1,1,59.75,46,7,3,Premium,0.21,7/25/2024,2.7
User_1152,Female,58,Australia,iOS,1.2,3,7.66,34,8,2,Trial,0.71,12/5/2024,2.3
User_2999,Other,34,UK,iOS,2.1,8,59.91,24,4,0,Premium,0.53,11/27/2023,4.6
User_2963,Female,39,UK,Android,1,13,43.92,5,7,0,Free,0.06,5/27/2025,3.7
User_1382,Male,29,Germany,Android,2,10,14.24,39,2,0,Trial,0.7,4/7/2024,2.6
User_2311,Female,56,UK,Android,2.1,14,56.5,16,3,4,Premium,0.91,4/20/2023,4.6
User_1923,Male,54,Canada,iOS,1.1,4,24,12,2,3,Premium,0.58,2/15/2023,4.3
User_2549,Other,53,UK,Android,2,14,53.28,23,5,3,Trial,0.89,5/28/2023,2.5
User_1251,Male,64,Germany,Android,2,1,2.57,27,3,4,Free,0.78,2/16/2023,3.6
User_2935,Other,16,India,iOS,1,11,12.9,5,5,3,Trial,0.19,9/15/2023,4
User_1095,Female,46,USA,iOS,2,1,50.67,34,2,1,Free,0.31,1/3/2024,1.1
User_2311,Other,43,Germany,iOS,1,14,34.06,39,7,0,Trial,0.9,7/28/2024,1.7
User_1056,Female,64,India,Android,2,12,52.09,15,6,1,Free,0.99,8/18/2024,3.5
User_1175,Other,21,USA,iOS,1.2,2,54.66,5,2,0,Trial,0.51,8/7/2023,4.9
User_2568,Male,62,Australia,iOS,1,13,26.69,42,6,1,Trial,0.93,2/19/2023,4.3
User_1840,Other,48,UK,iOS,1.1,3,18.48,28,8,1,Trial,0.04,6/14/2024,1.2
User_2427,Female,64,USA,iOS,1.2,13,15.9,44,4,1,Trial,0.79,4/2/2023,1.5
User_2893,Male,14,Canada,Android,1.1,3,7.29,5,2,3,Premium,0.64,9/6/2024,2.7
User_1830,Female,16,Australia,Android,2,7,35.09,23,9,3,Premium,0.89,11/20/2024,3.8
User_2577,Other,21,Brazil,Android,1.2,4,16.73,34,7,2,Trial,0.17,4/12/2023,3.8
User_2823,Other,17,USA,iOS,2.1,13,26.83,30,1,1,Premium,0.99,8/19/2024,4.7
User_2612,Other,15,India,iOS,2.1,4,58.78,14,5,1,Free,0.31,10/1/2024,2.9
User_1112,Other,57,UK,Android,2,10,39.46,12,7,1,Premium,0.33,9/7/2023,1.6
User_2988,Male,60,Brazil,iOS,1.1,12,39.31,42,1,3,Free,0.22,3/5/2025,2.4
User_1731,Male,38,USA,iOS,2.1,1,39.22,12,6,0,Trial,0.67,5/29/2025,3.9
User_1770,Other,33,UK,iOS,2,11,28.74,20,1,3,Premium,0.79,2/9/2024,3
User_2642,Male,59,UK,Android,2,12,56.18,13,7,4,Free,0.76,9/15/2023,3.4
User_1224,Male,22,Germany,iOS,1.1,14,59.96,47,5,3,Premium,0.88,2/18/2025,4.2
User_1144,Female,49,Australia,Android,2,7,21.1,36,2,1,Free,1,10/30/2023,1.4
User_1724,Female,63,Canada,Android,2.1,1,21.76,10,3,0,Trial,0.26,3/2/2024,2.8
User_1290,Female,51,India,Android,1.2,13,49.29,12,7,2,Premium,0.94,1/10/2025,3.1
User_2174,Male,19,UK,iOS,2.1,10,39.62,9,5,1,Trial,0.26,7/2/2023,4.6
User_2288,Male,58,UK,Android,1.2,12,42.8,38,3,3,Free,0.92,1/1/2024,4.4
User_2918,Other,14,Germany,Android,1.2,11,56.22,25,4,1,Free,0.32,5/22/2024,2.8
User_1735,Male,53,UK,iOS,1.2,13,14.68,21,5,2,Trial,0.97,1/1/2025,4.5
User_2281,Male,18,India,Android,1.1,14,36.51,44,0,1,Free,0.7,6/3/2024,2.6
User_1358,Male,23,Brazil,Android,1,1,34.16,36,9,1,Free,0.74,9/21/2023,4
User_2110,Male,42,USA,iOS,2.1,8,3.92,47,0,3,Trial,0.29,5/19/2025,3.5
User_1215,Male,58,USA,Android,1.1,9,20.28,23,6,0,Trial,0.8,4/3/2023,3.5
User_2357,Female,60,USA,iOS,2.1,12,42.43,35,1,2,Free,0.64,2/8/2023,3.9
User_1715,Male,41,UK,Android,2,10,47.26,10,5,4,Trial,0.07,9/19/2023,1.6
User_2999,Other,29,Germany,iOS,1.2,5,27.06,27,7,2,Premium,0.07,7/25/2024,1.3
User_1019,Other,40,India,Android,1.2,5,11.14,42,0,1,Free,0.41,7/14/2023,3.4
User_2742,Male,64,Australia,Android,2.1,5,23.79,39,7,4,Premium,0.88,5/27/2024,1.9
User_1596,Male,26,Brazil,Android,1.1,11,56.33,45,2,4,Premium,0.31,10/29/2024,2.4
User_2782,Female,18,UK,iOS,1.1,1,16.41,33,1,3,Premium,0.1,3/26/2023,3.6
User_1503,Female,15,Australia,Android,2.1,12,51.74,8,3,2,Premium,0.14,3/10/2024,3.3
User_1531,Other,43,Brazil,iOS,1,2,7.61,25,6,0,Premium,0.25,3/27/2023,1.5
User_1550,Female,55,Australia,Android,2,13,59.69,41,5,4,Premium,0.37,8/25/2023,2.7
User_1294,Male,13,USA,iOS,2,14,49.85,6,9,4,Trial,0.06,5/1/2023,4.9
User_1080,Female,56,USA,iOS,2.1,4,4.33,36,1,2,Trial,0.65,1/30/2024,5
User_2482,Other,25,Canada,Android,1.2,6,1.81,14,7,3,Premium,0.06,7/18/2023,2.6
User_1861,Female,23,Germany,iOS,1,3,58.26,21,5,3,Premium,0.55,5/11/2025,4.4
User_1669,Female,29,UK,Android,1.2,10,1.9,48,6,2,Premium,0.14,5/28/2025,1.5
User_1281,Male,19,UK,Android,1.2,9,35.61,27,0,3,Trial,0.83,4/12/2025,2.7
User_1861,Male,27,Canada,iOS,1,1,57.48,23,8,3,Premium,0.56,6/24/2023,4.8
User_1522,Female,54,USA,Android,2,5,58.94,35,5,1,Trial,0.18,9/24/2023,4.3
User_2447,Female,45,UK,iOS,1,6,46.81,35,0,3,Premium,0.21,9/12/2023,4.2
User_2149,Female,59,UK,Android,1,12,20.47,15,4,4,Premium,0.57,12/15/2024,2.9
User_2391,Male,22,USA,Android,1.1,6,19.12,30,0,2,Free,0.3,2/25/2025,1.2
User_2531,Female,48,Brazil,iOS,2,3,42.12,36,3,1,Trial,0.94,7/6/2023,4.1
User_2640,Male,30,Australia,Android,1,12,56.24,44,5,4,Premium,0.13,8/7/2024,4.2
User_1823,Male,37,USA,Android,1.1,2,52.3,27,1,2,Premium,0.51,2/3/2023,4.2
User_1274,Other,14,Canada,iOS,1,4,12.26,14,2,0,Free,0.52,4/1/2023,2.9
User_1245,Male,44,Canada,iOS,1.1,14,57.64,49,0,2,Free,0.12,1/8/2023,1.1
User_1839,Female,44,Brazil,Android,1,1,46.35,6,2,2,Premium,0.51,5/28/2024,3.7
User_1377,Male,58,Brazil,iOS,1,13,14.43,42,3,1,Free,0.42,5/3/2024,2.9
User_1200,Other,16,India,iOS,2,14,54.89,28,4,4,Premium,0.82,9/4/2024,4.9
User_1132,Female,25,UK,iOS,1.2,3,1.53,39,6,4,Trial,0.68,9/3/2024,3.7
User_2843,Other,58,India,iOS,1.1,3,20.83,43,9,3,Free,0.19,1/24/2025,2.7
User_1342,Male,39,Brazil,Android,2,10,7.52,45,6,3,Free,0.94,4/2/2025,5
User_1422,Female,30,Germany,iOS,2,14,37.05,30,9,3,Free,0.03,6/17/2024,3.5
User_2381,Other,26,UK,Android,1.1,13,3.26,9,2,3,Trial,0.43,9/17/2023,4.8
User_2344,Male,38,USA,iOS,2.1,5,45.12,39,2,2,Trial,0.51,11/6/2024,3.1
User_2062,Female,24,UK,Android,1,14,25.62,17,7,1,Trial,0.27,1/31/2023,4.6
User_1737,Male,42,Brazil,Android,1,13,14.52,40,0,3,Trial,0.32,11/2/2023,2
User_1706,Male,62,Brazil,iOS,1.2,5,48.28,39,4,4,Premium,0.54,3/28/2024,2.9
User_2430,Male,28,Australia,iOS,2,8,4.79,47,8,4,Free,0.26,11/3/2024,3.8
User_2730,Male,23,Canada,iOS,1.1,9,12.47,44,7,0,Free,0.97,3/4/2024,2.3
User_1598,Male,52,UK,Android,2,14,23.69,19,2,1,Premium,0.08,11/7/2023,2.9
User_2540,Female,45,UK,Android,2,6,40.91,47,8,1,Premium,0.47,3/25/2024,4.2
User_1801,Other,28,UK,iOS,1.2,12,16.33,36,6,1,Trial,0.47,3/24/2024,3
User_2898,Other,37,Canada,Android,2,12,9.91,35,9,4,Free,0.7,9/11/2023,1.8
User_1848,Other,17,USA,Android,2,3,4.01,44,0,3,Trial,0.24,4/3/2023,3.9
User_2622,Other,63,Brazil,iOS,1.1,10,27.2,24,8,0,Free,0,1/17/2024,2.2
User_1699,Female,32,Australia,Android,2.1,13,41.7,43,2,1,Free,0.71,4/13/2025,4.7
User_1394,Other,31,Canada,iOS,1,6,37.75,37,3,4,Free,0.12,3/21/2025,4.8
User_2340,Male,59,India,iOS,1,10,51.77,38,8,1,Free,0.81,11/15/2023,2.7
User_2845,Female,54,Brazil,iOS,2,6,54.9,36,1,4,Premium,0.59,10/19/2023,4
User_1852,Other,48,Brazil,iOS,1.2,12,19.61,46,1,2,Free,0.98,6/30/2023,1.3
User_2989,Male,41,Australia,Android,2,3,30.07,44,2,1,Free,0.16,7/21/2023,2.2
User_1293,Female,36,USA,iOS,2.1,3,14.52,28,4,2,Free,0.23,4/15/2024,3.4
User_1816,Other,55,Germany,iOS,2.1,13,37.19,5,0,4,Trial,0.09,6/3/2023,4.9
User_1910,Other,28,Australia,iOS,1.1,5,50.75,22,4,2,Free,0.84,7/6/2023,4.9
User_1809,Male,47,UK,Android,2.1,5,13.3,40,4,3,Trial,0.03,6/8/2024,1.6
User_2143,Female,39,Canada,Android,2,4,32.78,45,0,2,Free,0.45,2/9/2023,4.6
User_2823,Other,42,India,iOS,2.1,12,28.91,48,0,1,Trial,0.81,6/10/2023,2.3
User_2728,Male,31,UK,Android,2.1,5,29.76,18,0,4,Trial,0.63,5/23/2023,1.7
User_2737,Other,19,Canada,Android,2.1,1,39.43,9,6,3,Premium,0.39,4/25/2025,3.6
User_2554,Male,39,Australia,Android,1.2,13,57.93,39,8,2,Free,0.3,8/27/2024,1
User_1096,Male,27,Australia,iOS,1,6,38.18,29,3,1,Premium,0.82,10/3/2024,2.7
User_2981,Other,28,USA,Android,1.2,13,36.7,34,2,4,Premium,0.96,9/15/2024,4.3
User_1282,Female,15,USA,Android,1.2,4,1.89,11,1,2,Premium,0.34,11/18/2024,2.2
User_1321,Female,39,USA,Android,1,14,33.25,20,4,0,Premium,0.26,3/10/2025,1.6
User_2658,Female,16,Germany,iOS,2,14,44.24,17,6,1,Trial,0.19,12/19/2023,2.4
User_2610,Other,36,USA,Android,1.2,2,31.6,43,2,1,Trial,0.1,10/14/2023,4.4
User_2733,Female,41,India,iOS,2,10,21.18,23,0,1,Premium,0.34,1/5/2024,4
User_2572,Other,32,USA,iOS,2,10,27.55,25,5,4,Trial,0.18,11/22/2024,1.6
User_1691,Female,38,Germany,Android,2.1,14,48.57,19,6,1,Premium,0.75,3/18/2025,4
User_1987,Other,20,Canada,Android,1.2,2,25.21,39,3,0,Trial,0.39,10/4/2024,2
User_2609,Female,34,Germany,Android,1,6,54.35,46,6,3,Free,0.51,4/9/2024,4.3
User_2067,Male,57,Brazil,iOS,2.1,6,28.87,19,0,1,Trial,0.74,1/28/2025,1.8
User_1225,Female,13,Australia,iOS,2,14,52.37,27,3,3,Free,0.88,1/3/2023,3.4
User_2051,Other,15,India,iOS,1,6,26.64,6,1,1,Premium,0.03,7/16/2023,1.6
User_2669,Male,41,USA,iOS,2.1,4,12.34,24,0,1,Free,0.73,12/19/2023,2
User_1090,Female,24,India,iOS,2.1,8,37.94,46,8,1,Free,0.78,2/21/2024,2.3
User_2288,Female,25,India,Android,1,1,59.03,39,9,3,Trial,0.7,11/10/2023,4
User_2711,Male,54,UK,Android,1.1,3,33.93,17,1,3,Free,0.98,1/27/2024,4.3
User_1034,Other,62,Canada,Android,2.1,10,16.96,6,4,3,Premium,0.97,2/23/2023,2.5
User_1426,Female,25,UK,iOS,2.1,3,30.05,6,3,2,Premium,0.81,1/12/2023,1.9
User_1534,Male,61,Canada,Android,2.1,13,36.9,19,9,2,Free,0.43,11/30/2024,1.6
User_2861,Female,19,Germany,iOS,2.1,12,7.13,14,8,1,Premium,0.92,4/15/2025,3.4
User_2265,Male,33,UK,Android,2.1,5,32.7,29,8,4,Premium,0.88,6/1/2023,4.8
User_1934,Other,64,Brazil,iOS,2.1,4,32.22,33,5,0,Trial,0.89,7/20/2024,2
User_1791,Female,20,Germany,Android,2,6,55.42,22,4,3,Premium,0.03,9/22/2023,4.2
User_2648,Male,47,India,iOS,2.1,2,27.12,47,4,4,Premium,0.68,5/7/2023,2.2
User_2913,Other,32,Australia,Android,2,3,53.72,26,2,0,Premium,0.62,12/4/2024,1.3
User_2486,Other,25,USA,iOS,1.1,12,18.91,11,6,0,Premium,0.99,8/6/2023,4.9
User_1337,Other,21,USA,Android,1,7,7.34,21,1,4,Trial,0.63,6/22/2023,3.9
User_2493,Other,19,Canada,iOS,2.1,13,27.75,47,9,3,Free,0.19,8/4/2024,4.9
User_2946,Male,27,India,iOS,1.2,1,26.07,12,3,2,Trial,0.34,12/31/2023,3.4
User_2542,Male,43,Germany,Android,1.1,2,32.72,36,3,2,Premium,0.8,1/25/2023,4.8
User_1213,Female,56,India,iOS,2.1,5,40.15,14,3,3,Trial,0.39,11/20/2023,3.3
User_2159,Male,34,Brazil,iOS,1.1,8,54.59,13,3,3,Trial,0.1,3/1/2023,1.5
User_2155,Female,53,Germany,iOS,1.1,11,44.79,40,4,4,Premium,0.37,1/30/2024,4.9
User_2051,Male,58,Brazil,iOS,2,10,57.58,16,1,4,Premium,0.59,3/6/2024,3.5
User_2376,Other,52,USA,Android,1.1,11,32.24,38,5,1,Trial,0.73,1/14/2025,1.4
User_1236,Other,28,UK,Android,1.2,7,56.18,26,7,3,Free,0.7,2/1/2025,2.8
User_2964,Female,30,Canada,Android,1,10,1.35,38,8,2,Trial,0.56,4/22/2025,3.9
User_1646,Female,43,India,Android,1,12,33.64,23,1,2,Free,0.67,4/6/2025,1.7
User_2194,Other,23,Australia,Android,1.2,13,9.65,44,3,1,Trial,0.26,9/28/2023,2.9
User_2482,Female,30,India,iOS,1.2,4,53.79,7,3,3,Free,0.53,3/15/2023,4.5
User_2384,Other,15,UK,iOS,1.2,3,13.34,23,2,1,Free,0.66,1/26/2023,1.4
User_2661,Male,41,Germany,iOS,1.1,11,15.02,25,3,4,Free,0.29,12/25/2023,3.1
User_1573,Other,46,Germany,iOS,2.1,4,37.97,39,5,1,Trial,0.04,1/31/2025,1.3
User_1476,Other,34,USA,iOS,2,14,40.7,27,3,3,Trial,0.93,7/31/2023,2.7
User_2896,Female,20,Australia,Android,1.1,12,7.66,25,0,0,Trial,0.65,1/14/2025,2.7
User_1375,Other,29,Australia,Android,1.1,14,26.83,39,6,4,Trial,0.92,3/9/2023,1.8
User_2865,Male,22,USA,Android,2.1,9,45.84,40,9,2,Trial,0.1,6/12/2024,1.6
User_1809,Female,49,Australia,Android,1.2,12,43.47,39,9,4,Trial,0.26,11/21/2023,4.2
User_2803,Male,64,Australia,iOS,2,7,4.01,15,2,2,Premium,0.13,8/22/2024,2.5
User_1024,Female,56,Australia,iOS,1,13,53.41,16,1,3,Trial,0.98,1/3/2023,2.8
User_2118,Male,48,Brazil,iOS,2,3,39.26,5,0,2,Free,0.04,6/1/2023,4.5
User_2142,Other,41,India,iOS,1,3,59.67,18,5,4,Premium,0.81,5/6/2024,2.4
User_2245,Other,46,India,Android,1.1,9,39.01,37,1,4,Free,0.08,2/16/2025,4.5
User_1256,Male,59,Australia,Android,1.2,8,2.9,5,7,1,Premium,0.33,7/8/2023,4.8
User_1105,Other,23,Germany,Android,1.2,12,54.96,30,0,0,Premium,0.5,8/17/2023,1.1
User_1104,Female,39,Germany,iOS,1.2,7,32.52,5,5,3,Free,0.66,7/16/2024,2.5
User_2764,Other,17,UK,Android,1.2,10,2.36,30,0,0,Trial,0.27,7/5/2023,1.4
User_2706,Female,43,USA,Android,2,9,54.12,44,0,1,Premium,0.64,3/20/2024,2.8
User_2822,Female,23,USA,Android,1.2,5,35.48,37,5,4,Trial,0.37,1/22/2025,1.6
User_2490,Female,14,Australia,iOS,1.1,1,52.25,41,8,3,Free,0.09,3/14/2025,3
User_2944,Female,17,Australia,iOS,1,5,58.99,10,5,2,Free,0.81,5/22/2025,3.8
User_1123,Female,16,UK,Android,1,6,1.53,5,7,3,Free,0.4,1/26/2025,3.7
User_1263,Other,52,Brazil,iOS,2.1,2,26.81,47,5,0,Premium,0.57,2/2/2023,1.8
User_2356,Male,49,Australia,iOS,1.2,14,17.67,45,1,2,Free,0.67,1/29/2025,1.6
User_1924,Male,57,USA,iOS,1,5,57.23,9,9,1,Free,0.04,6/9/2023,3.8
User_2901,Female,24,Brazil,Android,1.2,14,38.28,39,4,2,Premium,0.26,3/15/2024,5
User_1779,Male,46,Canada,iOS,1.1,7,19.91,18,5,4,Premium,0.4,10/18/2024,3.6
User_1559,Other,22,Australia,Android,2.1,4,46.42,17,3,2,Trial,0.42,2/15/2024,1.2
User_2894,Female,45,UK,Android,1.1,2,51.7,10,0,1,Trial,0.28,7/20/2024,4.2
User_1848,Male,19,Australia,iOS,2.1,5,59.52,21,5,1,Premium,0.86,1/3/2023,2.1
User_1568,Male,57,Brazil,iOS,1,2,55.29,25,1,2,Free,0.25,3/31/2024,2.4
User_1518,Other,38,India,iOS,2,11,41.87,16,3,4,Premium,0.35,9/29/2023,4.4
User_2154,Female,36,Germany,iOS,2.1,12,16.28,40,6,0,Premium,0.49,5/12/2025,4.5
User_1479,Female,35,UK,Android,1,11,28.44,9,7,3,Premium,0.57,4/2/2023,4.2
User_1510,Male,20,Canada,iOS,2.1,14,9.08,45,0,4,Free,0.13,3/23/2025,1.1
User_2038,Other,59,Brazil,iOS,1.1,7,53.37,28,5,0,Trial,0.31,2/13/2024,3.7
User_1564,Male,60,Brazil,Android,2.1,13,7.11,49,8,0,Trial,0.19,7/21/2023,4.7
User_1170,Other,45,Australia,Android,1.1,12,42.54,49,8,0,Trial,0.68,3/30/2024,4.4
User_1183,Other,20,Brazil,iOS,1,10,28.96,25,6,0,Free,0.79,1/12/2025,4.5
User_2093,Male,33,India,Android,1.1,8,38.37,13,6,2,Trial,0.38,6/1/2025,4.3
User_2077,Male,33,Australia,Android,1,6,8.59,47,1,2,Free,0.56,7/10/2023,3.7
User_2668,Female,15,India,Android,2,9,12.44,31,5,1,Trial,0.92,3/30/2025,4.4
User_1109,Other,36,Brazil,iOS,2,1,32.96,12,0,2,Free,0.01,10/24/2024,4.7
User_1020,Other,19,USA,iOS,1.1,4,48.04,18,8,3,Free,0.56,1/15/2024,4
User_2457,Other,52,USA,Android,1.2,5,13.07,49,4,4,Premium,0.55,12/20/2023,1.4
User_2006,Female,57,Germany,Android,2,12,16.39,11,0,3,Free,0.71,3/29/2024,4.5
User_2373,Other,22,UK,iOS,1.1,6,18.62,32,5,1,Premium,0.11,5/22/2025,1.7
User_1496,Female,57,Australia,Android,1,11,22.39,12,4,3,Premium,0.14,9/17/2024,4.7
User_1635,Other,44,UK,iOS,2.1,14,58.05,25,3,4,Trial,0.82,4/19/2023,4
User_1829,Female,47,Australia,Android,1.1,1,13.82,9,1,0,Premium,0.85,5/11/2023,4.9
User_1923,Male,24,Canada,iOS,1.2,8,30.86,11,0,3,Trial,0.21,3/8/2024,3.1
User_2526,Female,42,Germany,Android,1,13,15.22,7,5,1,Premium,0.7,10/10/2023,4
User_1110,Female,41,India,Android,1.2,2,54.26,25,2,0,Trial,0.82,3/1/2024,3.5
User_2636,Male,18,India,iOS,2.1,14,28.38,21,7,1,Free,0.91,1/5/2024,4.7
User_1878,Other,27,India,iOS,1.2,10,22.18,12,2,4,Free,0.86,2/16/2023,4.4
User_1527,Male,32,USA,iOS,1,13,33.51,25,7,4,Trial,0.81,2/28/2023,1.1
User_2427,Female,56,Brazil,Android,1.1,1,16.5,33,6,4,Free,0.62,12/22/2023,4
User_1234,Male,21,USA,Android,1.1,1,21.86,45,4,3,Premium,0.34,11/5/2023,4.2
User_2684,Female,40,UK,iOS,1.2,2,15.24,43,2,4,Premium,0.65,5/6/2023,2.6
User_2913,Other,54,USA,Android,2,13,36.35,23,2,4,Trial,0.69,4/6/2023,1.1
User_2791,Other,51,Australia,iOS,1,3,59,8,3,4,Premium,0.63,9/26/2023,2.3
User_2480,Male,52,Canada,Android,2,2,37.55,45,7,0,Free,0.01,7/8/2023,4.6
User_1316,Other,52,Germany,Android,2.1,5,2.23,13,5,0,Trial,0.91,2/27/2024,4.6
User_2646,Female,50,UK,iOS,1,9,15.41,7,3,0,Premium,0.8,1/15/2024,3
User_2629,Male,47,UK,iOS,1.1,14,58.49,41,8,1,Free,0.66,1/10/2023,3.4
User_2739,Female,40,Brazil,Android,1,2,20.29,25,2,4,Free,0.04,5/2/2023,4
User_1814,Other,28,India,iOS,2.1,12,20.17,42,5,3,Premium,0.23,5/23/2025,4.4
User_2812,Female,15,Brazil,Android,1,12,45.25,21,8,1,Premium,0.86,2/23/2024,2
User_1608,Other,51,India,Android,1,10,25.41,15,2,0,Free,0.12,3/30/2025,4.2
User_1829,Female,37,UK,iOS,2,6,32.1,39,2,1,Free,0.74,5/9/2023,3.2
User_2567,Other,16,UK,iOS,2.1,13,57.03,18,7,4,Free,0.46,7/31/2024,1.2
User_2367,Female,34,Canada,iOS,2,9,16.07,16,3,0,Premium,0.52,1/7/2024,3.2
User_2715,Male,26,Brazil,Android,2,4,53.37,23,4,2,Trial,0.45,6/12/2024,1.6
User_2397,Female,31,Brazil,Android,1,5,12.55,11,4,3,Free,0.01,5/19/2024,2.3
User_2353,Male,21,Brazil,iOS,1.1,10,41.65,16,4,0,Free,0.84,2/27/2023,2.2
User_2233,Male,25,Brazil,Android,1.1,10,57.08,10,9,0,Trial,0.32,1/13/2023,2.8
User_1251,Other,57,UK,Android,2,8,23.93,43,0,2,Premium,0.51,1/4/2024,3.2
User_2294,Female,36,Germany,iOS,1,6,47.96,16,0,1,Trial,0.65,3/17/2023,2
User_2656,Female,22,Canada,iOS,2,5,12.61,48,6,1,Trial,0.11,12/21/2024,1.9
User_2559,Other,48,Canada,Android,2.1,1,2.86,16,0,4,Free,0.34,7/15/2023,4.7
User_1643,Other,23,Canada,Android,1,8,15.08,44,6,1,Free,0.48,9/23/2023,2.5
User_2609,Male,21,UK,iOS,1.1,2,43.78,42,8,0,Premium,0.96,7/29/2023,1.3
User_2262,Male,35,India,iOS,2.1,6,45.47,6,8,1,Premium,0.81,1/18/2024,3.3
User_1859,Other,31,India,iOS,1.1,10,15.89,5,6,3,Trial,0.01,3/16/2024,2.4
User_2396,Female,64,Brazil,iOS,2.1,9,45.84,19,0,1,Trial,0.61,1/2/2024,1.3
User_1842,Female,62,UK,iOS,1.2,6,59.86,16,6,3,Premium,0.55,11/10/2023,2.5
User_1166,Male,29,UK,iOS,2,5,16.76,42,4,0,Premium,0.19,8/1/2023,3.9
User_2173,Other,56,Germany,Android,1.1,6,9.26,11,3,1,Premium,0.74,3/23/2023,2.1
User_2734,Male,35,Canada,iOS,1.2,10,20.12,31,5,4,Trial,0.35,5/10/2025,2.1
User_1743,Female,18,USA,Android,1.2,5,38.11,10,3,2,Free,0.13,5/19/2023,5
User_2285,Male,62,Germany,Android,2,5,22.59,21,1,1,Trial,0.49,12/25/2023,3.6
User_1152,Male,23,Canada,Android,2.1,10,14.71,33,8,3,Trial,0.84,1/29/2025,2.2
User_2580,Female,19,UK,Android,1.1,7,20.49,45,5,3,Trial,0.16,4/6/2023,5
User_2024,Female,45,Germany,iOS,1,5,40.33,46,2,4,Trial,0.99,1/3/2024,2.5
User_1907,Female,57,Australia,Android,1.1,6,43.36,28,0,1,Trial,0.32,3/19/2024,3
User_1789,Male,63,Canada,iOS,1.2,8,55.72,19,9,3,Premium,0.63,6/1/2024,2.2
User_1477,Male,51,UK,iOS,1.2,5,23.5,26,7,2,Free,0.4,3/2/2024,4.9
User_1728,Female,47,India,iOS,2,7,34.53,24,5,1,Free,0.91,7/19/2023,3.3
User_2426,Female,26,India,Android,1,1,12.39,41,1,1,Trial,0.82,7/16/2023,3
User_2342,Male,29,USA,Android,2.1,9,39.09,46,7,2,Premium,0.19,2/19/2025,2.9
User_1393,Other,45,Germany,Android,1.1,9,4.31,32,9,2,Free,0.63,1/6/2023,1.5
User_1196,Female,33,USA,Android,2,6,57.46,39,2,1,Premium,0.75,8/15/2024,2.7
User_1194,Female,64,India,iOS,1.2,6,35.3,31,0,1,Free,0.08,8/11/2024,3.4
User_2018,Other,41,Germany,Android,1.1,3,46.92,38,3,3,Free,0.52,4/27/2025,4.2
User_1640,Female,60,Canada,iOS,1.1,12,1.83,35,5,3,Trial,0.77,3/13/2023,3.7
User_1142,Male,22,Canada,Android,1.2,9,3.09,31,2,1,Premium,0.74,5/26/2024,4.8
